order_purchase_timestamp_encoded_days (recency),frequecy,payment_value
2030,1,78.38
1929,1,70.86
2365,1,102.33
1905,1,83.52
1963,1,151.4
2232,1,93.11
2407,1,55.86
2153,1,39.59
1892,1,113.7
2267,1,26.85
1938,1,187.92
2161,1,32.38
2336,1,346.74
1943,1,84.1
2401,1,25.55
1969,1,24.29
2070,1,337.83
2071,1,37.34
1936,1,129.53
2382,1,61.38
2170,1,165.5
2164,1,77.99
2153,1,66.67
2119,1,97.44
1906,1,133.26
2355,2,96.09
2065,2,142.02
1975,1,107.2
1899,2,14.89
2008,1,91.82
2049,1,85.05
2463,1,378.61
1921,2,65.92
2152,1,72.14
2230,1,39.78
2382,1,52.34
2258,1,199.58
1946,1,148.91
1915,1,123.74
2073,1,162.55
2285,1,64.1
2266,1,201.29
2252,1,95.21
2105,1,387.0
1990,1,56.18
2250,1,545.13
2046,1,321.72
2317,1,73.34
2139,1,177.8
2123,1,187.96
2030,1,274.26
2012,1,155.98
1884,1,32.29
1949,1,69.16
1957,2,26.78
2180,1,137.9
2067,1,62.59
1946,1,232.17
2242,1,152.16
2071,1,124.11
2275,1,725.43
2324,1,40.1
2058,1,78.09
2350,1,113.03
1915,1,168.8
2356,4,69.2
2233,1,174.86
1933,1,67.44
2339,1,169.76
2223,1,47.17
2040,1,34.69
1947,1,1215.42
2391,1,162.62
1992,1,80.01
1897,1,231.88
2271,1,215.14
1982,1,155.52
2202,1,129.22
2081,2,37.77
2029,1,85.62
1887,1,186.1
1965,1,415.24
2112,1,184.93
2367,1,82.88
2004,1,69.44
2275,1,227.27
2426,1,90.85
2196,1,90.88
2209,1,77.57
1939,1,42.51
2297,1,49.0
2101,1,112.71
2353,1,116.94
2316,1,152.41
2156,1,71.92
1963,1,141.74
1979,1,68.19
2367,1,208.41
2278,1,73.34
2064,1,53.61
2080,1,77.28
2433,1,115.81
2028,1,92.83
1889,1,123.98
2105,1,171.61
1895,1,88.19
2135,1,56.66
1991,1,174.05
2079,1,95.3
1915,1,187.98
1903,1,46.94
2283,1,171.84
2152,1,99.43
2156,1,77.57
2010,1,74.25
1886,1,412.64
1914,1,139.93
1967,1,73.25
2052,1,63.1
2023,1,43.29
1936,1,68.44
2120,1,74.85
2079,1,68.05
1916,1,194.97
1949,1,169.15
2177,2,54.1
2266,3,108.51
2139,1,104.85
2298,1,60.85
2268,2,14.78
1919,1,114.7
2359,1,255.85
2324,1,144.43
1924,1,212.25
2287,1,82.5
1887,1,63.22
2092,1,67.5
2241,1,128.95
1970,2,325.83
2060,1,169.8
2432,1,177.59
2052,1,228.51
2066,1,106.4
2023,1,292.38
2003,1,93.49
2135,1,44.78
1986,1,168.13
2403,1,113.97
2003,1,137.41
2006,1,44.11
2172,1,251.69
2001,1,548.31
2105,1,142.92
2253,1,135.95
2153,1,108.22
2046,1,54.19
2219,1,118.93
1951,1,243.31
2099,1,193.8
2062,1,45.09
2215,1,40.11
2419,1,49.42
2113,1,96.22
2234,1,71.82
2109,1,82.98
2007,1,80.59
1958,1,50.13
2339,1,148.15
2042,1,54.22
1985,1,69.18
2102,1,87.64
1985,1,163.95
1889,1,92.86
2163,3,220.4
2230,1,32.01
2144,1,71.92
2010,1,44.42
2085,1,80.97
1975,1,135.22
2359,1,83.69
2349,1,237.94
2101,1,199.49
2287,1,369.98
2050,1,37.78
2100,2,51.85
2211,1,33.69
2365,1,184.39
2317,2,92.37
2009,1,75.46
2003,1,119.16
2211,2,232.06
2444,1,637.81
1933,1,53.24
2030,1,35.13
2163,1,73.34
2036,1,79.29
1891,1,48.3
2035,1,57.29
2296,1,25.78
2313,1,67.77
2172,2,159.12
2086,1,137.45
2057,1,74.07
2089,3,107.07
1925,1,253.23
2047,1,16.29
1887,1,30.69
2166,1,242.48
2230,1,31.75
2048,1,59.94
2052,1,1680.25
2110,1,81.79
2152,1,55.07
2324,1,22.72
2126,1,78.65
2029,1,350.09
2153,1,676.74
2181,1,351.99
2350,1,83.23
2143,1,41.0
2233,1,290.33
2080,1,65.09
2145,1,46.85
2266,1,86.63
2151,2,228.7
2148,1,91.8
2129,1,74.17
2375,1,302.55
1895,1,74.74
2314,1,26.6
2280,1,144.67000000000002
1950,1,52.93
2348,1,143.06
1887,1,125.42
2336,1,637.49
2113,2,216.15
1888,1,85.81
1894,1,45.71
1895,1,87.52
2081,2,33.75
2050,1,254.09
1937,1,188.31
2211,1,205.37
1960,1,463.77
2387,2,198.7
2138,1,79.98
2409,1,43.95
2314,1,40.85
1909,1,65.35
2366,1,159.47
2152,1,252.44
1896,1,62.15
1882,1,47.29
2008,1,50.23
2236,1,81.63
1931,1,138.63
2075,1,188.4
2143,1,249.03
2146,1,65.17
1918,1,118.35
2340,1,34.0
2217,1,75.08
1948,1,98.65
2057,1,475.95
2320,1,247.05
2194,1,116.94
2182,1,116.23
2134,1,136.99
2079,1,133.58
1900,1,214.47
1899,1,90.67
2114,1,92.57
1966,1,34.13
2089,1,234.05
1916,1,87.88
2153,1,84.43
2261,1,224.31
1887,1,143.98
1980,1,155.96
2402,1,67.04
2024,1,67.93
1943,1,107.3
2089,1,21.77
1881,1,261.29
1912,1,47.3
2191,1,50.36
2341,1,42.38
2090,1,89.27
2304,1,475.35
2068,1,177.58
1986,1,57.23
2419,1,110.3
2143,1,25.7
2109,1,236.29
2049,1,69.94
2190,1,131.73
2223,1,99.34
2220,1,118.86
2167,1,763.23
2258,1,145.88
1917,1,150.98
2351,1,145.32
1988,1,65.19
1882,1,85.58
2436,1,821.98
1997,1,217.92
2319,2,86.64
2005,1,107.46
2198,1,47.0
1955,1,124.76
2176,1,197.37
2252,1,87.64
1882,1,400.2
1882,1,57.99
2217,2,267.28
1891,1,118.71
2304,1,126.92
2169,1,287.27
1907,1,82.96
2150,1,146.57
2068,1,96.32
2319,1,116.45
2100,1,194.5
2310,1,64.39
2020,1,123.28
2337,1,144.47
2249,1,85.63
2045,1,57.07
2107,2,221.79
1909,1,208.09
1911,1,244.34
1940,1,115.65
2451,1,117.9
2195,1,181.55
2003,1,173.18
2086,1,103.14
1903,1,146.12
1983,1,172.03
2096,1,67.5
2132,1,58.72
1882,1,598.25
2568,1,40.86
2030,1,164.66
2196,1,74.06
2110,1,871.26
2106,1,66.63
2214,1,94.51
2073,1,234.79
1942,1,83.12
1932,1,56.6
2142,1,225.71
1894,1,53.16
2071,1,170.43
1956,1,149.45
1932,1,133.56
2089,1,104.56
2057,1,125.6
1965,1,236.36
2287,1,102.22000000000001
2198,1,93.78
2095,1,44.09
2126,2,102.24
1954,1,50.13
2343,1,683.97
2091,1,107.24
2016,1,1816.11
2093,1,163.79
1978,1,196.72
2312,2,57.68
2249,1,206.87
2315,1,127.92
1911,1,27.73
2000,1,71.05
1912,1,134.63
2091,1,153.59
2166,1,193.9
2134,1,117.85
2225,1,76.3
1970,1,126.84
2286,1,240.68
2083,2,42.78
2406,1,362.96
2023,1,70.12
2020,1,54.22
1992,1,146.92
2093,1,153.13
1964,1,134.13
2033,1,29.69
1898,1,125.08
2068,1,103.04
2268,1,364.55
2442,1,257.02
1910,1,167.96
1993,1,45.13
2018,1,52.37
1955,2,59.91
1946,1,315.02
1991,1,148.79
2153,1,137.85
2154,1,111.89
2170,1,230.52
2068,1,86.73
1989,1,218.21
2135,1,264.06
1901,1,88.18
2107,1,57.43
1915,1,61.4
1888,1,123.87
2143,1,143.06
2440,1,133.05
2047,2,350.07
2039,2,91.5
2101,1,50.63
1900,1,63.08
2147,1,63.76
2061,1,229.42
1937,1,1924.03
2043,1,77.28999999999999
1995,1,98.95
2203,1,229.91
1998,1,22.79
2135,1,132.08
1883,1,38.23
2085,1,205.07
1946,1,104.84
2264,1,164.79
2310,1,37.77
2107,2,175.08
1999,1,218.15
2014,2,53.93
2034,1,32.69
1916,1,87.32
1899,1,27.28
2083,1,35.77
2416,1,96.05
2405,1,363.64
2351,1,49.09
2094,1,48.0
2000,1,83.23
2121,1,46.69
2081,1,196.01
2338,1,260.64
2042,1,65.03
2366,1,224.21
1944,1,137.74
1881,1,36.45
2302,1,122.76
2020,1,70.27
2071,1,186.95
1923,1,2404.72
1959,1,26.37
2123,1,172.04
2330,1,215.05
1904,1,65.67
1952,1,165.25
1968,1,191.89
2141,1,29.75
2233,1,184.71
2047,2,262.9
1904,1,20.06
2232,1,60.09
2023,1,27.78
2476,3,16.62
2011,1,43.13
2144,1,97.78
1888,1,59.87
2031,1,215.14
1913,1,52.85
2143,1,148.15
2134,1,266.5
2038,1,46.03
2153,1,332.7
1966,1,46.76
1964,1,146.03
2018,1,37.61
2291,1,97.8
1958,1,48.13
2310,2,82.73
1988,1,87.16
2328,1,132.02
1978,1,143.55
2136,1,93.26
2074,1,30.75
1986,1,1288.74
2042,5,163.89
2451,1,87.99
1889,1,84.56
1887,1,42.11
2253,1,1140.12
2242,1,196.69
2355,1,128.84
2412,1,114.21
1937,1,166.35
2286,2,129.42
1894,1,56.5
2138,1,217.96
1951,1,222.69
2068,1,178.34
1957,2,146.45
2321,1,56.78
2179,1,37.53
2139,1,109.36
2074,2,142.01
2394,1,85.25
2330,1,55.01
2173,1,65.71
2106,1,248.36
1992,1,2124.78
1989,1,109.59
1989,1,69.9
2065,1,123.74
2091,1,278.34
2095,1,307.16
2179,1,142.1
2014,1,93.82
1965,1,114.36
1907,1,38.36
2150,1,281.71
2404,1,1085.3
2285,1,65.78
2301,1,47.0
2093,1,64.1
2087,1,187.89
2449,1,1101.83
2070,1,45.09
2343,1,522.08
1889,1,639.2
2212,1,179.6
2244,3,118.68
1903,1,92.55
2361,1,182.91
1960,1,146.49
2109,1,450.53
1917,1,188.18
2118,1,173.13
2261,1,163.69
1886,1,175.86
2365,1,94.63
1911,1,204.8
2230,1,99.34
2085,1,120.09
1948,1,52.58
2206,1,74.06
2208,1,178.78
1906,1,174.13
2267,1,44.09
2190,1,242.37
2018,1,21.04
2020,1,88.28
2271,1,86.02
2008,1,155.98
2152,1,53.07
2072,1,226.14
2313,1,71.14
2428,1,69.9
2053,1,41.72
2059,1,124.09
2098,1,106.85
2341,1,46.9
2118,1,101.34
2063,1,61.79
2391,1,202.13
2033,1,48.69
2147,1,294.19
1891,1,150.09
2228,1,73.34
1932,1,94.74
2181,4,254.78
2084,1,87.84
2406,1,15.22
1897,1,87.58
1987,1,199.0
2031,1,79.28999999999999
2178,1,83.76
2168,1,53.01
2247,1,65.71
2164,1,41.11
2155,1,190.48
1911,1,96.65
2129,1,408.04
2169,1,21.43
1937,1,115.0
1894,1,103.93
2567,1,297.35
2196,1,186.95
1997,1,96.26
2296,1,78.68
2422,1,77.42
2141,1,139.09
2326,1,55.74
2153,1,143.52
2100,1,191.58
1921,1,288.37
2027,1,233.16
1958,1,125.97
2294,1,129.36
1902,1,88.49
2114,1,167.2
2095,1,106.38
2055,1,118.02
2395,2,99.75
1879,1,53.12
2367,1,487.64
1919,1,201.29
1881,1,28.2
2371,2,133.9
2105,1,166.59
1951,1,84.28
2190,1,165.7
1945,1,115.65
1919,1,72.6
2216,1,72.75
2008,1,52.34
2147,1,51.84
2170,1,67.02
2373,1,124.7
1903,1,37.99
2263,1,166.98
2098,1,88.81
2050,2,343.74
2150,1,70.72
2149,2,110.93
2429,1,124.18
2056,1,200.91
2071,1,74.84
2114,2,21.48
2101,1,102.64
2312,2,546.45
1988,1,108.07
2137,1,123.06
2142,1,64.62
2029,1,69.73
2209,1,40.09
1988,1,479.66
2274,1,107.09
1914,1,53.24
2234,1,49.59
2165,1,74.17
2162,1,191.93
2260,1,24.68
2023,1,33.23
1903,1,70.59
2031,1,166.92
2015,1,45.38
1917,1,101.93
2058,1,65.09
2296,1,180.25
2055,1,201.84
2080,2,95.3
2380,1,256.96
2253,1,51.69
2057,1,26.87
2431,1,161.21
1967,1,42.79
2415,1,226.14
1963,1,841.28
2412,1,34.86
1956,1,246.24
2365,1,34.86
2229,1,84.14
1958,1,67.22
2119,1,197.01
2051,1,198.0
1918,1,70.49
1918,1,52.44
1975,1,153.96
2066,1,26.84
2192,1,176.87
1962,1,404.22
2450,1,84.99
2010,2,224.7
2226,2,72.53
2160,1,156.29
1922,1,169.99
2171,1,920.34
1955,1,135.54
2069,1,286.56
2330,1,661.63
2224,1,218.8
1974,1,56.78
1957,1,1270.7
2030,1,84.92
2280,1,70.32
2095,1,43.77
1973,1,163.94
2185,1,96.59
1880,1,116.38
2264,2,127.63
1907,1,768.11
2209,1,232.43
1963,1,38.37
2054,1,45.0
1939,1,49.3
1988,1,177.15
1994,1,123.27
1884,1,72.72
2158,1,403.27
2037,1,103.19
2272,1,148.88
2074,1,33.79
2165,1,149.13
2004,1,213.02
2188,1,91.68
2141,1,106.16
2001,1,80.84
1979,1,123.18
2016,1,121.7
2129,1,264.54
2022,1,190.13
2131,1,65.87
1984,1,89.08
2082,1,311.33
2110,1,178.59
2157,1,65.68
2206,1,124.02
1975,1,98.14
2036,1,112.05
1964,1,97.76
1983,1,34.87
1888,1,286.89
2364,1,73.04
1919,1,221.23
1966,1,178.2
2050,1,37.4
1954,1,130.16
2149,1,29.77
2160,1,56.78
2322,1,147.35
2232,1,257.79
2279,1,84.59
2137,1,116.94
1900,1,670.47
2286,1,55.05
2031,1,25.67
2202,1,403.81
1888,1,43.23
2099,2,202.76
2058,1,103.14
1903,1,319.14
2059,1,84.92
2153,1,66.01
2218,1,39.09
2289,1,197.6
1932,1,222.63
2250,1,124.09
2091,1,234.63
2259,1,42.77
2153,1,131.46
1996,1,353.92
1939,1,16.29
1985,1,37.86
1988,1,99.9
2152,1,133.34
2141,1,79.33
1906,1,31.71
2325,1,51.1
2195,1,55.01
1910,1,70.89
2221,2,111.02
2202,1,133.95
1950,1,68.44
2335,1,518.25
1901,1,195.35
1900,1,54.14
2202,1,41.09
2029,1,62.37
2021,1,325.47
2145,1,106.38
2275,1,257.21
1911,1,53.48
1933,1,50.83
2250,1,44.0
2310,1,76.62
1896,1,158.75
1910,1,85.59
2332,2,56.78
2209,1,319.37
1900,1,171.03
1894,1,132.01
2201,1,75.17
2388,1,21.87
1915,1,32.7
2084,1,177.49
1890,1,140.98
2190,1,27.33
1981,1,209.2
2109,1,117.38
2099,1,102.64
2330,1,46.69
2052,1,200.05
2033,1,378.2
2037,1,225.04
1972,1,126.88
2159,1,583.42
2179,1,149.1
1964,1,109.5
2057,1,121.44
2006,1,204.13
1920,1,85.58
2029,1,83.44
2454,1,239.64
1994,1,136.71
2081,1,64.37
1998,1,37.29
2282,1,104.62
2036,1,468.25
2257,2,157.27
2146,1,65.0
1881,1,87.58
2119,1,130.0
2315,1,72.36
2140,1,107.78
2185,1,29.75
1971,1,127.69
1970,1,123.56
2269,1,153.22
2143,1,28.62
1886,1,45.78
1985,1,95.81
2011,1,67.22
2181,1,64.51
2139,1,94.4
1945,1,52.85
1891,1,17.380000000000003
1999,1,117.57
2109,1,41.17
2077,1,142.61
2308,1,87.64
2063,1,128.31
2372,1,294.14
2183,1,39.09
1886,1,138.5
2097,2,106.08
1917,1,70.07
2194,1,133.38
2150,1,142.96
2063,1,81.79
2227,1,45.09
2101,1,216.0
1892,1,132.82
2311,1,167.2
2028,1,234.39
2218,1,171.54
2105,1,285.0
2077,1,93.6
2092,1,108.26
1988,1,168.88
2079,1,156.51
2358,1,40.55
2234,1,62.79
2220,1,155.14
2318,1,58.09
2219,1,232.71
1912,1,94.72
2160,1,71.14
2286,1,137.44
2359,1,87.66
2140,1,198.31
1988,1,26.38
2142,2,453.76
1914,1,146.48
1984,1,27.36
1909,1,362.38
2092,1,371.59
2085,1,71.14
1938,1,72.18
2210,1,48.79
2146,1,139.17
2380,1,62.59
2087,1,65.0
1907,1,392.88
2208,1,46.84
2167,1,95.21
1927,1,37.58
2090,1,196.02
1975,1,210.28
2410,2,23.42
2408,1,246.5
1888,1,125.75
2155,1,151.65
2227,1,86.15
2341,1,217.06
1918,1,193.82
1926,1,92.79
2156,1,194.53
2123,1,92.28
2055,1,156.64
2197,1,62.22
2431,1,216.51
1963,1,204.31
2081,1,126.48
2260,1,478.56
1992,1,78.87
1978,1,252.51
2003,1,53.61
2150,2,130.57
2249,1,114.83
2282,1,92.2
2067,1,157.65
2029,1,1158.54
2066,1,34.84
1926,1,63.89
1884,1,51.16
2281,1,119.66
1885,1,183.82
2148,1,64.6
1947,1,118.82
2150,1,157.77
1980,1,28.29
2009,1,232.96
2423,1,121.72
2077,1,137.6
1939,1,48.21
2192,1,296.33
1877,1,94.66
2311,1,114.44
2162,1,175.5
2277,1,156.33
2018,1,247.16
1918,1,273.47
2056,1,92.29
2152,1,51.2
2206,1,88.72
2442,1,38.42
2249,1,88.94
2443,1,66.73
2253,1,35.0
2078,1,109.89
2250,1,39.09
1885,1,97.89
2564,2,207.22
1980,1,68.83
2362,1,100.76
2201,1,105.24
1886,1,62.17
2376,1,77.16
2293,1,115.05
2086,1,380.92
2155,1,722.05
2278,1,109.87
2249,1,137.4
2401,1,48.86
1940,1,1626.65
2323,2,74.19
2274,1,72.14
2101,1,72.34
1896,1,193.02
2169,1,422.16
2056,1,41.06
1911,1,30.06
2042,1,21.09
1897,1,147.29
2189,1,100.23
1939,2,38.04
2257,1,215.01
2271,1,163.67
2090,1,90.05
1934,1,87.42
1990,1,37.38
2000,1,65.39
1909,1,92.35
2352,1,138.06
2181,1,173.82
2073,1,95.21
2100,1,678.85
2024,1,137.66
1888,1,317.48
2061,5,42.38
1957,1,78.65
2024,1,353.07
2265,1,58.94
2169,1,97.71000000000001
2040,1,24.22
2112,1,110.2
2280,1,155.14
2354,1,91.86
2006,1,106.9
2448,1,80.56
1982,1,39.61
1980,1,123.53
2344,1,206.57
2080,1,27.78
2206,1,106.38
2135,1,221.12
2202,1,116.94
2204,1,190.53
2162,1,72.66
2323,1,131.29
1883,1,57.97
2047,1,77.87
2328,2,19.88
2148,1,54.62
2084,1,95.14
2397,2,48.79
1912,1,140.03
2253,1,652.92
2002,1,82.19
1901,1,64.64
2152,1,117.85
2429,1,192.14
2360,1,81.0
2236,1,45.0
2100,1,102.64
1948,1,134.42
2381,2,54.42
2276,1,25.84
2029,1,66.39
2227,1,107.78
2237,1,75.17
1989,1,290.29
2123,1,102.18
2111,2,85.24
2048,2,62.71
2222,1,590.37
2177,1,113.15
1892,1,49.4
1980,1,550.12
1945,1,48.21
1941,1,26.13
1986,1,231.79
2140,1,84.59
2280,1,391.73
1925,1,27.39
1891,1,335.32
2096,1,75.07
2220,1,206.54
1889,1,376.49
2142,1,190.48
1939,1,135.94
1987,1,178.74
2236,1,73.34
2193,1,84.94
1896,1,67.36
2072,1,125.33
2045,1,50.31
2358,1,42.18
2269,1,31.69
2360,1,99.73
2082,1,121.58
2326,1,119.93
2174,1,104.35
2265,1,63.17
2422,1,151.51
2219,1,49.24
2063,1,57.6
2041,1,156.82
2055,2,92.05
2138,1,23.2
2012,1,50.18
2258,1,72.19
1984,1,73.77
2363,1,136.04
1899,1,126.47
1987,1,42.75
2383,1,476.85
2092,1,292.24
1923,1,90.83
2266,1,231.27
2374,1,144.66
2424,1,147.3
1947,1,178.81
2153,1,689.19
2161,1,82.53
2001,1,135.86
2161,1,165.48
2174,1,647.54
2018,2,599.56
1898,1,199.6
1959,1,61.82
2255,1,70.74
2396,1,45.86
1904,1,38.95
2101,1,185.93
1991,1,46.13
2383,1,417.81
1919,1,291.94
2094,1,218.87
2220,1,96.12
1896,1,98.24
2153,1,472.41
2393,1,54.42
1897,1,119.32
1941,1,48.21
2186,2,25.0
2005,2,38.13
2043,1,399.95
2237,1,165.8
1924,1,108.5
1901,1,700.53
2037,1,44.31
2387,1,50.95
2146,1,266.3
2158,1,47.42
1908,1,837.42
1938,1,142.82
1935,1,280.81
2264,1,130.22
2230,1,553.88
2390,1,168.56
2159,1,135.51
2219,1,176.88
2333,1,93.56
1956,1,925.38
2236,1,107.78
2139,1,110.19
2169,1,336.38
2043,1,106.76
2232,1,27.77
2080,1,27.84
2086,1,84.14
2273,1,157.32
1982,1,83.32
2141,1,106.88
2174,2,136.18
1898,1,118.35
2243,1,128.1
2159,1,241.61
1882,1,369.22
1980,1,80.08
2071,1,135.58
2351,1,152.39
2329,1,82.73
2025,1,93.58
2085,1,219.51
1926,1,22.7
2109,1,654.41
2442,1,74.74
2140,1,92.57
2095,1,378.74
2030,1,390.37
2048,1,324.72
2032,1,94.97
1932,1,50.03
1977,1,180.59
2149,1,44.1
2414,1,652.3399999999999
2156,1,117.85
1936,1,54.37
2023,1,86.14
2210,1,135.74
2302,1,97.79
2429,1,125.8
2338,1,845.81
2128,1,56.37
1920,1,356.11
1889,1,57.16
1907,1,262.83
1998,1,200.42
2021,1,56.94
2439,1,192.55
2324,2,80.34
2126,1,183.91
2193,1,44.24
2105,1,132.05
1976,2,120.52
2461,1,135.85
2127,1,40.1
1918,1,858.65
1945,1,85.81
2024,1,35.77
2002,1,30.19
2242,1,76.08
1912,1,78.63
2093,1,104.38
2421,1,27.59
2134,1,725.69
2383,1,33.51
2038,1,27.26
2314,1,78.19
2068,1,70.14
2198,1,134.84
2132,1,172.97
2012,1,372.14
1994,1,75.22
2310,1,180.25
2070,1,105.28
2019,1,90.06
2293,1,136.6
1944,1,169.3
1979,1,157.54
2118,1,44.73
2325,1,76.66
1939,1,70.89
2224,1,73.83
1908,1,73.12
2060,1,32.68
2434,1,32.96
2078,1,102.66
2165,2,37.0
2414,1,78.26
2071,1,32.59
2307,1,102.03
1910,1,741.33
2282,1,193.5
2087,1,183.22
2566,1,267.49
2202,1,146.3
2025,1,19.39
2184,1,65.71
2094,1,123.52
2307,1,384.78
2095,1,94.30999999999999
2001,1,117.96
2102,1,65.71
1894,1,79.08
1923,1,96.47
2062,1,214.69
2058,1,520.24
1947,1,100.33
2031,2,58.32
2009,1,149.88
1917,1,244.95
2108,1,162.15
2383,1,43.95
2232,1,1338.41
2005,1,175.94
2170,2,254.04
2103,1,162.55
2057,1,30.0
2119,1,124.27
1897,2,172.89
2099,1,235.69
1999,1,56.13
2009,1,34.96
2340,1,266.7
1978,1,62.76
2167,1,60.09
1938,1,89.3
1931,1,51.57
1901,1,218.48
2187,2,253.65
1937,1,83.62
2401,2,171.26
2068,1,37.77
1966,1,152.32
1984,1,166.73
1983,1,69.32
2092,1,64.1
2351,2,39.25
2037,1,358.76
1920,1,167.15
2049,1,46.96
2265,2,207.65
1993,1,109.59
2445,1,38.41
1961,1,61.69
1892,1,141.82
2377,1,838.38
2086,1,67.5
2189,1,229.34
2139,1,83.41
2230,1,74.07
2146,1,120.2
2455,1,159.94
1953,2,258.5
2153,1,616.94
2149,1,49.59
2009,1,117.31
2381,1,38.04
2239,1,172.52
1939,1,76.78
2346,1,37.77
2186,1,268.99
2171,1,117.85
2332,1,156.64
2128,1,147.41
2415,1,24.95
2081,1,35.0
2143,1,80.9
2026,3,59.32
2094,1,45.0
1946,1,109.8
2003,1,99.43
2151,1,144.75
1887,1,50.24
1954,3,144.76
2398,1,35.519999999999996
2275,1,69.03
1973,1,66.19
1890,1,61.37
1884,2,181.87
2001,1,32.77
1921,1,42.77
2147,1,167.59
2188,2,73.34
2014,1,95.01
1891,1,85.49
2366,1,104.7
2314,1,159.12
2153,1,202.68
2201,1,95.69
2019,1,137.56
1901,1,35.09
2057,1,626.28
2122,1,141.55
1925,1,188.55
2041,1,88.06
2051,1,34.73
2067,1,75.07
2327,1,24.09
2060,1,78.47
1911,1,63.91
1987,1,33.22
1939,1,91.12
2340,1,38.01
2137,1,302.79
1903,1,212.25
2183,1,168.72
2198,1,16.71
2169,1,151.26
2049,1,242.95
2285,1,40.0
2336,1,54.84
1902,1,94.71
2215,1,204.45
2083,1,96.31
2058,1,248.55
1911,1,96.65
2034,1,48.13
2038,1,87.36
1905,2,136.9
2058,1,45.01
2462,1,108.6
2035,1,58.88
2338,1,1426.81
1985,1,128.06
2176,1,72.42
1908,1,98.64
2149,1,76.78
2063,2,351.32
2029,1,90.44
1895,1,186.0
2365,1,159.06
2433,1,166.0
2121,1,63.27
2254,1,42.03
1904,1,447.68
2142,1,28.7
1887,1,37.31
2187,1,42.77
2157,1,83.13
2278,1,57.62
2172,1,62.0
1979,1,69.9
2060,1,567.6
2304,1,135.21
2191,1,126.33
2236,1,291.19
2289,1,196.01
2152,1,81.5
2143,1,188.34
1951,1,298.35
2208,1,120.74
2261,1,55.1
2146,1,1194.38
1958,1,48.69
2000,1,82.51
2401,1,111.3
2199,1,292.37
2091,1,204.07
2118,1,95.21
2380,1,208.58
2098,1,58.64
2243,1,85.16
2236,1,158.82
2242,1,55.58
2120,1,211.0
1912,1,164.91
2054,2,17.68
2000,1,139.03
2073,1,127.92
2168,1,37.09
2566,1,113.17
2078,2,40.1
1929,1,312.28
2271,1,312.39
1908,1,91.21
1891,1,57.6
1902,1,93.28
2172,1,30.0
2233,1,255.96999999999997
1939,1,61.99
2106,1,38.9
2409,2,106.96
1889,1,58.36
2069,1,115.05
1905,1,23.38
2216,1,77.57
1884,1,153.52
1992,1,68.13
2333,1,43.1
2165,1,53.1
1968,1,208.2
2198,1,120.09
2179,1,60.09
2259,1,67.62
1950,2,33.23
2154,1,84.13000000000001
1994,1,47.43
2336,1,53.1
2422,1,163.56
2021,1,206.77
1907,1,107.59
2155,1,34.8
1881,1,173.4
2121,1,130.56
2030,1,71.26
2118,1,60.09
1965,1,274.71
2099,1,163.29
2247,1,461.77
1902,1,131.76
2080,1,46.0
2058,1,122.22
2132,1,90.17
2206,1,244.99
1951,1,128.89
2036,2,68.18
1904,1,120.4
1989,1,93.95
2153,1,127.92
2078,1,104.68
2041,1,142.45
2134,2,89.04
1985,1,249.09
2151,1,268.0
1901,1,193.46
2036,1,37.69
2010,1,155.5
2133,1,127.02
2154,1,90.26
2341,1,25.83
2302,1,17.24
2154,1,90.66
2298,1,50.77
2048,1,82.03
2030,1,69.73
1902,1,148.4
1905,1,138.99
1934,1,52.83
1994,1,36.23
1942,1,82.16
2376,1,91.72
2355,1,150.92
2151,1,228.71
2102,1,77.22
2100,1,158.45
2125,1,40.76
2047,1,218.06
2039,1,46.23
2071,1,139.52
2290,1,72.14
1981,1,118.88
2143,1,137.6
2062,1,60.11
1930,1,216.4
2339,1,148.15
1913,3,239.34
2070,1,76.9
2151,1,151.11
2024,1,129.79
2153,2,20.85
1896,1,158.74
2000,1,139.61
1911,1,228.28
2183,1,116.94
2067,1,403.24
2212,1,35.85
2425,1,77.06
2369,1,29.63
2154,1,147.47
1972,1,23.29
2079,1,385.86
1966,1,65.2
2140,1,190.62
2138,1,38.93
2038,1,188.2
1951,1,115.79
2107,1,192.24
2109,1,265.94
1994,1,67.83
2370,1,131.01
2279,1,376.29
2053,2,41.75
2058,1,221.81
2232,1,49.82
2224,1,46.84
2453,1,157.0
2153,1,46.01
2289,1,94.3
2059,1,292.63
2358,1,67.96
2234,1,92.57
2157,1,160.21
2292,2,77.22
2289,1,90.28
1968,1,73.18
2135,1,45.69
2042,1,158.66
2059,1,134.39
2133,1,57.8
2153,1,59.64
2247,1,40.78
2264,1,46.01
2315,1,90.88
2157,1,167.0
1992,1,200.75
1956,1,164.27
2397,1,229.65
1963,1,162.04
1881,1,35.95
2047,1,32.38
2108,1,336.34
2069,3,48.68
2222,1,293.46
2097,1,300.74
2050,1,602.69
2397,1,263.1
2370,1,215.07
2375,1,45.68
2190,1,355.77
1973,1,240.41
2348,1,78.71
2157,1,113.89
2288,1,117.94
2050,1,47.69
2251,1,169.19
2145,1,131.46
2394,1,186.39
2217,1,63.59
1926,1,39.81
1900,1,134.04
2290,1,236.88
2128,1,138.75
2066,2,793.09
2161,1,135.6
2037,1,213.7
2321,1,37.6
1908,1,52.93
2055,1,129.0
1966,1,65.13
2056,1,51.84
2205,1,50.53
1942,1,526.67
2009,1,56.77
